rainfall_mm,slope_degrees,flow_accumulation,soil_moisture,antecedent_moisture,distance_to_sink,sink_depth,aspect_degrees,elevation_m,land_use_code,flood_depth_cm
9.385361799537183,15.050607154587606,13.167456935454494,0.10075083987219892,0.2217302789017885,700.7114950316624,0.8932147716773375,76.44207984417942,172.72998688284025,5,0.4
0.14182779588939678,0.11666261799161694,7.4396618798331895,0.5231124283753279,0.24085972739041522,228.07916067752024,0.2993725719232361,4.77538601755195,476.8807022739411,2,0.0
9.736209610169132,0.080475429969117,2.625262508953778,0.5197269758101319,0.3199466239979764,110.73127220139752,0.1165601159428085,204.37211801519692,112.52531698222343,2,1.0
50.9887075853881,0.4632772947655781,2.1813469463126745,0.5233567224262042,0.1292468996940891,30.37962956412577,0.8102417978873656,26.838231724717495,494.7547746402069,1,8.5
4.430788810117719,0.027687101879677375,16.89896777486126,0.32643436842516804,0.1658104012585459,80.3637602502602,0.032834032902391445,111.9536358176384,230.07332881069883,3,0.4
16.47621040982829,2.4138387234125562,35.65320964602151,0.4736654330449699,0.455765361619239,45.05897333075089,1.1305469204711835,171.13328034556022,325.3102287905535,4,6.0
47.62531059691951,1.4336941149164917,5.282819748826726,0.11514928077850085,0.23909782081294614,41.299095271727815,1.1154067026177805,194.16320708963426,422.976062065625,4,9.4
6.352718170609682,5.216220756421722,0.005205124384141323,0.30960658208401415,0.29022917622394995,36.854541932565624,0.12343913957534844,200.91672072624283,261.53446842321637,1,0.0
5.85832598118217,1.4176273677104487,11.91728976307604,0.13147927824332445,0.2252270909335928,201.21647296723552,0.5708206264319935,191.1364499941691,279.11326582923664,4,0.8
5.545658319389433,8.1263061262605,6.3544566817833985,0.10582032392442436,0.10612447801185808,78.89283968359206,0.12438522120010359,256.0138316776864,423.8004184558862,4,0.1
20.72248683095384,0.9580211126956688,11.742125275677191,0.37558327456836155,0.17271559946811482,162.02647213730162,0.37713970509697303,87.0668247241626,137.2411071223597,4,4.2
4.182522825753256,1.6346886423835805,12.051662828140458,0.3146079854535654,0.3380476236887818,563.1274469150416,1.8184061279846115,102.21155090548766,222.14554413775738,2,2.4
23.546305733096254,5.277207410676244,2.539498673080245,0.09593877797328496,0.3662241584833629,19.671412289682095,0.22920815360351002,95.47285236542116,197.5958573516334,5,0.4
11.397164049611243,2.154517752955404,10.35928692551691,0.29424794345462085,0.3412958470966586,429.96253925470216,0.68860541855607,343.10586492862313,232.30012186820548,5,1.7
16.98631312334358,19.643705820553276,0.783359423664173,0.170298546974484,0.19136174991113655,14.603649099596097,0.11717727873702868,241.6116660566582,243.45871251846555,3,0.0
37.76582082261949,0.7345095124607601,12.34126206031451,0.1421762364509807,0.10458345353769727,101.09593019995071,0.026051300914980268,319.18217362223754,111.04670874948188,2,2.5
1.9739207837472112,4.3170701330471735,0.36604104210856997,0.8014732049023443,0.13177062408757453,293.92958808914705,0.12155900171495168,224.2405712948401,134.1389859975072,5,0.0
24.046963213301673,0.7445485610493501,1.4242271467168592,0.1722127465660175,0.01940583195900671,493.52432633527775,0.29201387599572354,86.32344929666516,137.54931603251669,1,1.0
21.58780699393597,1.6420613069449796,30.981034985563063,0.1928354234245714,0.26956510890190105,24.67607844799521,0.023547188476260264,14.662368834829248,442.1842336044029,4,1.4
8.502267171756825,3.12439511217452,10.49175712447296,0.35470144172836093,0.32154758864563715,403.7806023025477,0.5058554053468433,288.3417460856639,370.8673369531927,3,0.8
20.61654315689964,3.0647798702554563,7.888143605763202,0.19619703021675738,0.373685326230927,372.7052080194554,0.011773501590355754,293.2086537320169,212.74190990935998,4,0.4
55.181023981842074,0.19987388565373115,5.411921065387352,0.7521034605347652,0.5472079065305626,173.7593349548442,1.0091416406323286,202.2720091717585,195.43874391613608,5,33.4
26.93445576337711,1.3605934130961537,4.743794068939338,0.07488436919470887,0.3357826323639317,135.85897674330278,0.04347900440428259,33.01349301305319,340.9763703604476,4,1.0
31.363908324422972,7.794155159243709,0.9563694654031945,0.3760035947680383,0.2319367923473258,286.68610941581875,0.4814528398740175,36.40416340420449,133.64272244599897,5,0.3
5.035398520483007,2.5263023728275,22.24669958786318,0.40258951507524954,0.326262475660751,246.32444042864145,0.3285686814517824,136.0755324440116,382.03374571866397,2,0.5
12.647087391658525,0.2897521553296289,1.2649099593117121,0.1721512250263339,0.5676133457347694,50.61641354637067,1.6514350531259554,4.375610888333883,487.95153068305564,5,2.3
7.792417518546398,0.2218538328595765,25.85522840555602,0.21553066336776514,0.24045118962117612,238.75503273458162,0.24241800873997635,265.35625410348695,466.1017366676425,2,2.6
6.497468397902603,1.0420208071803225,6.230585988040987,0.20454837535125625,0.25549782976051755,336.18143349759936,0.5771647918244078,58.54209816416087,464.370873797537,5,1.3
56.44628038768471,2.6947458613075916,8.702725517737157,0.20311898090980543,0.1481466260243857,276.9217964147334,0.24960455291565076,298.4991194543452,327.63258766629906,1,1.5
6.387777843001224,0.29013481922418105,20.0042614000331,0.07907455122936352,0.3433637730356963,616.0447572883418,0.4659238512943091,82.31140998124658,368.68027376234267,2,1.1
8.868409245942122,0.6026956069923464,11.134412835191021,0.48195935877054447,0.3848992043172526,28.77759107805979,0.014602510716047342,271.8494120425028,348.12382054138584,2,0.8
18.734351405627354,5.061865470979772,8.092667198140061,0.23980991099878565,0.4929778012368986,318.3901178478831,0.3074886277520101,303.1529094067355,407.567096526159,4,0.4
12.29173934741395,19.56826548790296,6.784912926673598,0.6197698731755341,0.09526870161029073,128.47622832931873,0.5506445418261903,62.03515363258674,176.9156075234683,3,0.2
8.542537213315054,0.16160718367110222,7.956568951872438,0.34158442363628816,0.27760862499142586,232.81246396243995,0.35836863945722097,56.511965777829744,250.91438609682905,1,1.9
6.4835368625730165,8.204675916133212,13.793572402143084,0.23282851985348088,0.04341178160258359,7.474590464295693,0.1454683109411986,256.80585091843886,458.08273507487974,3,0.1
